carat,cut,color,clarity,depth,table,price,x,y,z
0.44,Premium,E,VS2,60.4,59,1073,4.93,4.9,2.97
0.8,Premium,E,SI2,60.2,57,2829,6.05,6.01,3.63
2.01,Good,E,SI2,60,64,16733,8.17,8.09,4.88
0.43,Very Good,F,SI1,61.6,59,792,4.83,4.87,2.99
0.41,Very Good,E,SI1,62.8,59,755,4.74,4.75,2.98
0.73,Very Good,G,SI1,59.8,61,2330,5.83,5.85,3.49
0.27,Very Good,E,VVS2,62,59,620,4.14,4.18,2.58
0.56,Ideal,E,VS1,60.8,55,1791,5.37,5.32,3.25
0.32,Premium,H,VS1,60.6,60,561,4.4,4.44,2.68
0.51,Good,D,VS2,64.2,58,1430,5.01,5.06,3.23
0.4,Ideal,D,SI1,62,56,772,4.68,4.71,2.91
0.33,Ideal,F,SI2,61.4,55,416,4.46,4.5,2.75
2.32,Premium,J,SI2,62.5,58,14666,8.47,8.43,5.28
0.92,Ideal,E,SI2,62.1,53,4011,6.22,6.25,3.87
1.03,Ideal,G,VS1,62.2,59,7211,6.48,6.42,4.01
0.33,Very Good,D,VS2,62.5,59,681,4.39,4.41,2.75
0.94,Ideal,D,SI2,62.2,56,5155,6.24,6.27,3.89
0.5,Fair,D,VVS1,65.9,64,1792,4.92,5.03,3.28
0.23,Premium,E,VVS2,61.8,58,680,3.94,3.92,2.43
0.32,Premium,I,IF,61.9,59,864,4.39,4.37,2.71
1.73,Premium,H,SI1,61.8,59,9607,7.71,7.66,4.75
1.11,Ideal,G,SI1,61.9,57,5408,6.63,6.66,4.11
1.23,Very Good,F,SI2,61.9,58,6233,6.77,6.79,4.2
0.39,Premium,D,VVS2,62.9,58,1290,4.66,4.62,2.92
1.56,Very Good,H,SI2,58.7,63,7583,7.73,7.55,4.49
0.31,Very Good,F,VS1,61,57.5,679,4.37,4.39,2.67
0.31,Ideal,D,VVS2,61.6,54,840,4.37,4.4,2.7
1.03,Very Good,H,SI1,58.6,61,4326,6.6,6.64,3.88
0.52,Ideal,D,SI2,62.5,56,1289,5.08,5.12,3.19
1.51,Very Good,H,SI2,62.3,58,7823,7.29,7.25,4.53
0.57,Ideal,H,VVS1,60.9,56,1949,5.36,5.38,3.27
0.38,Ideal,H,IF,58.9,58,1064,4.69,4.81,2.8
2.27,Ideal,G,SI1,61.1,60,18343,8.46,8.42,5.16
1.7,Premium,F,VS2,62.8,58,18251,7.61,7.54,4.76
1.24,Premium,G,IF,60.5,58,10584,6.94,7,4.22
2.09,Very Good,H,SI2,60.1,63,12295,8.21,8.16,4.92
0.32,Good,D,VS2,63.6,55,657,4.35,4.42,2.79
0.25,Very Good,I,VVS2,61.6,56,455,4.06,4.09,2.51
0.91,Premium,H,VS1,61,59,4670,6.25,6.18,3.79
0.53,Ideal,F,VVS2,61.3,55,2291,5.23,5.27,3.22
0.47,Very Good,E,VS1,61.8,58,1566,4.97,5.03,3.09
0.72,Good,H,SI1,63.7,59,2277,5.63,5.68,3.6
0.36,Very Good,E,VVS1,61.4,56,1140,4.6,4.62,2.83
1.06,Premium,G,VVS1,61.1,58,8170,6.53,6.57,4
0.62,Premium,F,VS2,61.4,59,2065,5.5,5.47,3.37
0.34,Premium,E,VVS2,62.7,59,995,4.43,4.41,2.77
0.74,Very Good,J,SI2,59.1,58,1923,5.93,5.99,3.52
2,Ideal,J,VS2,62.3,55,13263,8.03,8.06,5.01
0.32,Very Good,D,SI2,62.8,57,477,4.35,4.38,2.74
1.03,Very Good,D,VS1,60.5,60,8437,6.52,6.57,3.96
2.02,Premium,E,SI2,60.4,57,14574,8.21,8.18,4.95
0.74,Fair,E,I1,58.2,65,1865,6.03,5.89,3.47
0.31,Ideal,E,SI1,62.8,57,698,4.34,4.32,2.72
1,Premium,F,SI1,59.7,60,4939,6.51,6.48,3.88
0.31,Very Good,I,SI1,60.7,60,408,4.33,4.37,2.64
1.2,Very Good,F,VS2,62.4,58,7114,6.76,6.8,4.23
0.52,Premium,D,SI1,59.7,60,1344,5.26,5.19,3.12
2,Good,I,VS2,64,60,10640,7.9,7.83,5.04
0.74,Premium,E,SI1,61.4,57,2042,5.83,5.79,3.57
1.01,Very Good,D,VS2,60.6,56,7001,6.45,6.51,3.93
0.39,Good,F,VVS2,57.7,61,1058,4.91,4.8,2.8
1.24,Ideal,G,VVS2,61.1,56,11601,6.94,6.97,4.25
0.87,Ideal,E,SI2,60.4,58,3566,6.19,6.23,3.75
0.51,Very Good,J,SI1,63.3,56,1071,5.12,5.02,3.21
0.91,Premium,G,VS1,60.9,54,4510,6.38,6.27,3.85
0.92,Very Good,F,SI1,63.8,56,3920,6.12,6.17,3.92
0.37,Very Good,G,VS2,60.7,57,649,4.64,4.69,2.83
0.32,Ideal,D,VS2,61,56,828,4.41,4.44,2.7
0.9,Very Good,H,VS2,62.7,59,4173,6.11,6.17,3.85
0.95,Premium,J,I1,61.7,59,2195,6.32,6.26,3.88
0.27,Very Good,E,VS1,61.9,59,470,4.16,4.21,2.59
1,Premium,F,I1,58.9,60,2841,6.6,6.55,3.87
0.3,Very Good,E,VS1,63,57,568,4.25,4.29,2.69
0.42,Ideal,E,SI1,62.1,55,953,4.81,4.79,2.98
1.31,Very Good,G,VVS2,62.2,59,11108,6.91,6.98,4.32
0.32,Ideal,F,VVS1,61.4,56,926,4.38,4.42,2.7
0.4,Ideal,I,VS1,61.5,59,736,4.72,4.75,2.91
0.3,Ideal,D,VS2,62.3,56,911,4.32,4.29,2.68
0.71,Very Good,J,VS2,62.3,57,1930,5.65,5.69,3.53
1.01,Very Good,E,VS2,62.9,58,6666,6.36,6.39,4.01
1.51,Premium,F,SI1,62.2,58,11374,7.32,7.27,4.54
0.62,Premium,G,I1,58.9,60,933,5.65,5.54,3.29
0.31,Very Good,G,SI1,63,56,462,4.3,4.34,2.72
0.3,Premium,D,SI1,62.2,58,709,4.31,4.28,2.67
0.75,Ideal,J,SI2,60.8,57,1944,5.91,5.87,3.58
1.01,Premium,F,SI1,61.8,59,4899,6.34,6.41,3.94
0.45,Ideal,G,IF,61.4,56,1377,4.96,4.97,3.05
0.3,Ideal,G,SI1,62.3,56,432,4.29,4.32,2.68
0.4,Premium,F,VVS2,60.7,58,1163,4.75,4.7,2.87
0.5,Very Good,E,SI2,63.3,56,1181,5.09,5.05,3.21
0.53,Very Good,F,SI1,59.2,59,1284,5.31,5.34,3.15
0.31,Premium,H,SI1,62.4,60,573,4.34,4.32,2.7
0.3,Premium,J,VS2,62.2,58,473,4.3,4.28,2.67
1.24,Premium,I,SI2,62.8,58,4375,6.88,6.79,4.28
1.02,Very Good,F,VVS2,63.7,59,9728,6.34,6.38,4.05
1.14,Very Good,G,VS2,63.2,58,6803,6.67,6.63,4.2
0.33,Ideal,I,VS2,61.5,57,594,4.49,4.42,2.74
0.63,Very Good,H,VVS2,63.2,60,1932,5.49,5.39,3.44
0.58,Ideal,E,VS2,61.1,57,1984,5.41,5.39,3.3
0.42,Ideal,E,SI1,62.6,57,992,4.84,4.81,3.02
0.31,Premium,H,VVS2,62.6,60,802,4.33,4.29,2.7
1,Very Good,E,SI1,59.6,60,5257,6.58,6.51,3.9
0.4,Premium,E,VS2,60.7,60,912,4.7,4.75,2.87
0.39,Ideal,I,VS1,62.5,54,1047,4.7,4.67,2.92
1.5,Good,J,VS2,61.7,56,7177,7.23,7.33,4.49
0.43,Ideal,I,VVS1,61.1,57,916,4.86,4.9,2.98
0.51,Ideal,G,VS1,61.6,56,1662,5.18,5.15,3.18
0.73,Ideal,D,VS2,60.7,57,4134,5.84,5.88,3.55
0.57,Premium,G,VS2,62.1,57,1728,5.3,5.27,3.28
0.9,Good,G,VS1,63.9,60,4479,6.09,6.14,3.91
0.56,Premium,E,VS2,62.1,57,1915,5.3,5.27,3.28
0.52,Good,G,IF,59.8,57,2093,5.24,5.27,3.14
0.57,Premium,J,VS1,62.2,58,1606,5.34,5.3,3.31
0.31,Very Good,H,SI1,62.9,56,435,4.27,4.31,2.7
0.34,Ideal,E,VS2,62.5,55,745,4.46,4.5,2.8
1.34,Fair,G,SI2,64.7,55,5106,7.03,6.97,4.53
0.79,Very Good,H,SI2,63.2,55,2348,5.93,5.9,3.74
1,Good,G,SI1,62.5,65,4528,6.24,6.31,3.92
0.71,Very Good,E,SI2,63.1,56,2368,5.67,5.71,3.58
1.7,Ideal,H,VVS1,61.4,57,14603,7.63,7.69,4.7
0.55,Premium,D,VS2,61.3,60,2030,5.29,5.28,3.24
0.75,Premium,G,SI1,59.1,59,2622,5.98,5.9,3.51
1.53,Premium,I,VS1,61.2,59,10282,7.41,7.39,4.53
0.32,Ideal,G,IF,61.8,55,918,4.42,4.45,2.74
0.54,Good,E,VVS1,60.3,61,2697,5.3,5.32,3.2
0.71,Good,F,SI1,66.2,55,2396,5.49,5.53,3.65
0.46,Ideal,E,SI2,61.3,56,870,4.96,5.02,3.06
1,Premium,F,SI2,61.5,58,3920,6.41,6.38,3.93
1.24,Ideal,G,VS2,62.1,56,8504,6.87,6.91,4.28
1.09,Premium,F,SI1,62.7,58,5384,6.56,6.51,4.1
0.31,Premium,H,VS1,59.9,60,698,4.45,4.4,2.65
0.3,Ideal,F,VS2,61.7,58,573,4.28,4.31,2.65
1.5,Premium,H,SI1,61.6,58,8669,7.33,7.38,4.53
0.9,Very Good,I,VS1,62.6,58,3844,6.09,6.15,3.83
1.2,Very Good,F,SI2,62.8,55,6085,6.74,6.8,4.25
0.54,Very Good,G,VVS2,61.8,57,1751,5.22,5.26,3.24
0.41,Premium,E,VS1,62.2,57,1153,4.78,4.74,2.96
0.53,Very Good,H,VS1,63.3,56,1561,5.13,5.17,3.26
1.51,Premium,I,SI2,61.2,62,5682,7.28,7.19,4.43
0.7,Ideal,H,VVS1,62.3,55,2827,5.66,5.7,3.54
1.28,Premium,E,SI2,62.5,58,5620,6.93,6.89,4.32
0.6,Premium,D,SI2,61.4,56,1385,5.43,5.41,3.33
1.29,Ideal,I,SI2,61.9,57,6097,6.99,7.04,4.34
0.28,Very Good,E,VVS1,60.9,60,612,4.25,4.26,2.59
0.83,Ideal,F,SI2,62.3,55,2790,6.02,6.05,3.76
0.75,Very Good,E,VS2,62.8,55,3206,5.77,5.79,3.63
0.33,Ideal,G,VS2,62.6,57,579,4.45,4.47,2.79
1.13,Very Good,E,SI2,60.3,58,5052,6.78,6.86,4.11
0.3,Ideal,D,VS2,62.3,53.9,762,4.3,4.32,2.69
0.4,Fair,E,VVS2,57.3,60,1069,4.84,4.89,2.79
1.22,Premium,J,VS1,61.7,59,5910,6.92,6.85,4.25
2.17,Premium,J,SI2,62.3,58,13556,8.31,8.26,5.16
0.3,Ideal,E,VS2,62,55,844,4.31,4.27,2.66
0.38,Ideal,F,SI1,61.3,55,710,4.63,4.76,2.88
0.42,Ideal,G,SI1,62.2,53,777,4.85,4.86,3.02
0.91,Very Good,G,SI2,60.4,61,3435,6.21,6.28,3.77
1.11,Premium,H,I1,61,59,3263,6.67,6.61,4.05
1.31,Ideal,G,VVS2,59.2,59,11459,7.12,7.18,4.23
0.75,Good,I,VVS1,63.9,61,2381,5.7,5.67,3.63
0.3,Ideal,F,VS1,61.4,56,844,4.37,4.33,2.67
1.53,Very Good,E,SI1,62.6,57,12386,7.25,7.41,4.59
0.3,Ideal,G,VVS2,62.2,54,638,4.29,4.33,2.68
1.98,Very Good,I,VS2,62.7,60,15083,7.9,7.96,4.98
0.72,Ideal,D,VS2,62.8,57,3179,5.68,5.73,3.58
0.3,Premium,F,SI1,62.1,61,641,4.29,4.25,2.65
0.54,Premium,F,SI2,59.6,60,1154,5.25,5.28,3.14
1.01,Fair,D,SI2,64.6,62,4538,6.26,6.21,4.03
0.92,Premium,E,SI1,62.2,58,4482,6.23,6.18,3.86
0.32,Premium,H,VS1,60.6,60,720,4.44,4.4,2.68
1.2,Very Good,H,I1,63.1,60,2850,6.75,6.67,4.23
0.71,Fair,D,VS2,55.6,73,2368,6.01,5.96,3.33
0.51,Very Good,E,VS1,61.1,59,1839,5.14,5.2,3.16
0.5,Very Good,F,VS1,62.6,59,1738,5.03,5.06,3.16
0.24,Very Good,D,VVS2,61.9,58,478,4.02,4.03,2.49
0.9,Good,G,SI1,63.8,61,3774,6.09,6.05,3.87
0.26,Ideal,G,SI1,62,54,394,4.08,4.11,2.54
1.5,Very Good,D,VS1,60.2,59,15600,7.3,7.36,4.41
0.36,Good,H,VS2,63.7,55,729,4.52,4.49,2.87
1.12,Very Good,I,VS2,62.9,55.9,5249,6.59,6.62,4.16
0.57,Premium,E,VS2,61.9,60,2069,5.35,5.31,3.3
0.44,Premium,H,VS2,61.3,58,810,4.88,4.91,3
1.01,Very Good,F,SI1,59.7,61,4899,6.49,6.55,3.89
2.16,Ideal,J,SI1,63,55,14691,8.2,8.24,5.18
1.2,Very Good,J,VS1,63.1,59,5376,6.75,6.65,4.23
0.8,Ideal,F,VS2,62.7,54,3369,5.95,5.91,3.72
0.35,Premium,E,SI1,60.7,59,788,4.57,4.52,2.76
0.4,Ideal,D,VVS2,62,56,1263,4.71,4.74,2.93
0.41,Ideal,G,IF,61,57,1367,4.79,4.81,2.93
0.33,Good,G,IF,57.9,60,1052,4.57,4.55,2.64
0.52,Premium,G,SI1,60.6,61,1249,5.19,5.17,3.14
0.31,Ideal,E,VS2,61.7,55,872,4.39,4.36,2.7
0.51,Ideal,E,VVS2,62.8,56,2211,5.13,5.15,3.23
0.57,Ideal,E,SI1,62.1,56,1728,5.33,5.3,3.3
0.91,Very Good,G,VS1,63.4,54,4209,6.24,6.07,3.9
1.07,Ideal,I,SI1,61.7,56,5093,6.59,6.57,4.06
1.08,Premium,F,VS2,62.1,59,7637,6.59,6.54,4.08
0.23,Very Good,E,VVS2,62.1,62,485,3.91,3.95,2.44
0.55,Very Good,G,VVS1,61.5,55.1,2451,5.26,5.28,3.24
0.7,Ideal,G,VVS1,61.9,58,3354,5.67,5.74,3.53
1.51,Good,I,VS2,62.9,57,8720,7.23,7.27,4.56
0.3,Ideal,E,VS2,62,53,603,4.31,4.33,2.68
0.4,Ideal,I,VS1,61.9,57,736,4.73,4.74,2.93
0.4,Very Good,F,SI2,62.6,53,579,4.7,4.75,2.96
0.23,Very Good,D,VVS2,59.6,61,499,3.99,4.03,2.39
1.72,Ideal,I,VS2,62.8,57,11226,7.69,7.63,4.81
1.1,Ideal,H,SI1,61.6,57,5278,6.63,6.61,4.08
1.01,Ideal,F,SI2,61.3,57,3777,6.4,6.35,3.91
0.37,Ideal,E,VS1,61.2,56,876,4.64,4.67,2.85
1.01,Ideal,E,SI1,62.2,56,5068,6.43,6.4,3.99
0.71,Ideal,E,VS2,62,56,3304,5.72,5.75,3.55
0.26,Premium,H,VVS2,62.4,58,600,4.07,4.04,2.53
0.71,Very Good,E,VS2,60.7,58,3217,5.73,5.81,3.5
0.9,Premium,H,VS2,61.3,59,4155,6.19,6.24,3.81
0.73,Ideal,D,VS1,61.9,55,4258,5.78,5.81,3.59
0.46,Fair,G,VS2,65.3,56,1002,4.83,4.76,3.13
0.26,Ideal,F,VS2,62.3,56,456,4.1,4.12,2.56
0.72,Very Good,E,VS2,60,57,3550,5.81,5.86,3.5
0.52,Ideal,E,VS2,61.3,57,1576,5.19,5.22,3.19
0.32,Ideal,J,VS2,62.1,54,393,4.38,4.44,2.74
1.02,Ideal,G,VS2,61.7,56,6648,6.44,6.52,4
0.41,Premium,G,VVS2,61.6,58,1007,4.74,4.8,2.94
0.4,Good,G,SI1,63.4,58,655,4.66,4.71,2.97
1.02,Ideal,I,VVS2,62.1,54,5767,6.47,6.51,4.03
0.42,Ideal,E,VS2,61.8,57,958,4.77,4.81,2.96
0.41,Very Good,I,VVS2,63.5,57,1061,4.76,4.72,3.01
0.32,Ideal,H,VVS1,61.6,54.9,681,4.4,4.43,2.72
1.52,Premium,I,SI1,60.5,60,8694,7.4,7.48,4.5
1.59,Premium,E,VS1,61.2,58,17393,7.49,7.58,4.61
0.43,Premium,F,SI1,62.5,56,1016,4.85,4.82,3.02
0.28,Ideal,G,SI1,60.7,56,430,4.25,4.28,2.59
1.5,Ideal,F,VS2,60.2,57,13653,7.43,7.39,4.46
0.71,Ideal,E,VS2,62.2,56,3103,5.7,5.75,3.56
2.01,Premium,G,SI2,59,60,16733,8.31,8.26,4.89
1.59,Ideal,H,VS2,60.7,61,11437,7.56,7.5,4.57
0.56,Ideal,E,SI1,61.6,56,1691,5.29,5.33,3.27
0.32,Very Good,H,VS1,61.7,58,561,4.37,4.41,2.71
0.9,Very Good,I,SI2,60.9,63,2704,6.21,6.13,3.76
0.32,Very Good,H,VS2,62.7,54,505,4.39,4.41,2.76
0.31,Ideal,D,SI2,62.8,53,593,4.37,4.35,2.74
1.51,Premium,E,SI1,63,58,8836,7.4,7.27,4.62
0.71,Very Good,J,SI2,60.7,61,1805,5.75,5.81,3.51
0.3,Premium,G,VS1,60.8,61,725,4.34,4.31,2.63
0.7,Ideal,E,VS1,60.5,56,2973,5.74,5.79,3.49
0.37,Premium,G,VS2,59.3,60,649,4.67,4.71,2.78
0.7,Very Good,H,SI1,62.4,59,2066,5.63,5.75,3.55
0.7,Very Good,H,VS1,59.5,60,2421,5.74,5.76,3.42
0.3,Ideal,G,VS1,61.4,55,776,4.36,4.31,2.66
0.3,Very Good,E,VS2,61.7,61,658,4.28,4.31,2.65
0.5,Good,J,SI1,63.3,60,877,4.97,4.99,3.15
1.01,Very Good,G,VS1,62.7,56,6326,6.36,6.46,4.02
1.52,Very Good,H,SI1,63.4,55,9780,7.25,7.3,4.61
1.56,Premium,J,VS1,61.1,59,8324,7.49,7.52,4.58
0.77,Fair,H,VS1,64.6,56.4,2594,5.78,5.84,3.75
0.3,Ideal,F,IF,62.2,56,886,4.31,4.34,2.69
0.52,Ideal,G,VS1,60.9,56,1662,5.2,5.24,3.18
0.9,Premium,F,VS2,62.7,54,4229,6.13,6.11,3.84
0.53,Very Good,D,VS2,63.2,56,1601,5.1,5.15,3.24
1.07,Very Good,G,SI2,64.6,60,4340,6.35,6.4,4.12
0.39,Ideal,F,VS2,59.2,58,862,4.78,4.81,2.84
0.91,Premium,E,SI1,62.1,58,4256,6.18,6.15,3.83
0.28,Good,E,VS1,64.3,55,470,4.14,4.16,2.67
0.88,Ideal,I,SI1,61.7,56,3328,6.14,6.18,3.8
0.36,Ideal,F,SI1,62.7,57,667,4.56,4.53,2.85
0.74,Premium,H,VS1,60.6,60,2744,5.91,5.84,3.56
0.42,Ideal,H,VVS1,61.3,56,1625,4.83,4.86,2.97
0.76,Very Good,H,VS2,58.7,61,2599,5.96,5.99,3.51
0.32,Ideal,D,VS2,62.6,55,972,4.39,4.37,2.74
0.38,Ideal,E,VVS1,61.9,53.7,1245,4.66,4.67,2.89
0.9,Very Good,G,VS1,61.4,57,5135,6.2,6.24,3.82
0.89,Ideal,D,SI2,60.8,56,4192,6.22,6.25,3.79
1.04,Ideal,F,VS2,62,55,7459,6.47,6.52,4.03
1.29,Fair,G,I1,66,58,4277,6.82,6.75,4.48
0.8,Premium,J,VS1,61.6,60,2202,5.94,5.88,3.64
0.54,Ideal,E,VS2,60.8,57,1847,5.29,5.24,3.2
0.38,Ideal,F,VVS1,61.9,54,1257,4.7,4.67,2.9
0.31,Good,I,VS1,63.2,56,489,4.28,4.33,2.72
1.24,Premium,G,VVS2,59.9,60,10388,7,6.98,4.19
1.06,Premium,F,SI2,62.4,58,4372,6.5,6.54,4.07
1.06,Ideal,G,VS2,61.8,57,6128,6.52,6.56,4.04
0.56,Ideal,H,VVS2,61.8,56,2118,5.28,5.33,3.28
0.31,Good,I,VS1,63.9,55,586,4.3,4.28,2.74
0.53,Ideal,F,VS1,61.8,56,1908,5.22,5.2,3.22
0.43,Premium,E,SI2,61,60,704,4.87,4.94,2.99
0.32,Premium,E,VVS2,61.1,58,1080,4.45,4.42,2.71
0.54,Ideal,G,VVS1,62.2,56,2080,5.19,5.22,3.24
0.72,Ideal,G,VVS2,61.2,57,3352,5.76,5.77,3.53
2.02,Ideal,J,VS2,62,56,12832,8.06,8.13,5.02
1,Very Good,I,VS2,63.2,58,3265,6.43,6.32,4.03
0.7,Ideal,I,VVS2,61.8,56,2530,5.69,5.75,3.54
0.42,Ideal,I,SI1,61,56,914,4.86,4.83,2.96
0.27,Very Good,F,VVS1,62,58,620,4.18,4.21,2.6
0.96,Fair,H,SI2,67.6,63,2672,5.99,5.84,4.01
1.01,Good,E,VS2,62.5,58,6221,6.32,6.36,3.96
0.71,Good,I,VVS2,63.6,57,2450,5.69,5.66,3.61
0.31,Very Good,E,IF,61.6,54,958,4.38,4.42,2.71
0.71,Very Good,H,VVS2,63,58,2709,5.64,5.72,3.58
2.02,Good,I,VS1,57.9,63,17533,8.13,8.21,4.73
0.34,Good,H,VS1,64,58,689,4.49,4.45,2.86
1.03,Ideal,F,VVS1,61.3,54,9881,6.56,6.62,4.04
1.01,Very Good,D,VVS2,62.5,59,10453,6.34,6.4,3.98
0.51,Very Good,D,VS1,62.2,59,1959,5.1,5.13,3.18
0.92,Premium,I,VVS1,62.4,59,3932,6.17,6.14,3.84
0.53,Ideal,G,VS1,61.9,56,1813,5.21,5.19,3.22
0.72,Ideal,E,VS2,62,57,2843,5.71,5.74,3.55
1.6,Ideal,I,SI1,62,55,9376,7.53,7.59,4.69
0.24,Ideal,F,VVS2,61.7,59,526,4.01,4.03,2.48
1.06,Ideal,G,VS2,62.7,55,6411,6.53,6.49,4.08
0.5,Ideal,F,SI1,61.3,56,1317,5.13,5.09,3.13
2.02,Very Good,H,SI1,61.1,58,18236,8.07,8.16,4.96
0.6,Very Good,E,VS1,60.9,58,2112,5.43,5.48,3.32
0.51,Ideal,D,VS1,62.3,56,1882,5.09,5.12,3.18
0.34,Ideal,E,VS2,62.4,56,956,4.49,4.45,2.79
0.5,Fair,E,VS2,79,73,2579,5.21,5.18,4.09
0.95,Premium,G,SI2,59.8,60,3181,6.36,6.34,3.8
1.2,Ideal,I,VS2,62.5,56,5884,6.66,6.74,4.19
0.51,Very Good,I,VS2,63.3,56,1140,5.02,5.06,3.19
0.91,Fair,E,VS2,61.8,66,4550,6.11,6.09,3.77
2.01,Very Good,I,VS2,62.3,59,15965,8.02,8.1,5.02
0.7,Ideal,I,VVS1,62.8,56.3,2386,5.65,5.69,3.56
0.4,Good,D,SI1,63.5,55,720,4.67,4.72,2.98
0.55,Premium,E,SI1,62.4,57.6,1630,5.23,5.28,3.27
0.71,Very Good,G,SI1,62.1,58,2206,5.68,5.72,3.54
0.89,Ideal,F,SI1,62.1,55,4127,6.15,6.18,3.83
0.3,Premium,H,VS1,62.3,58,675,4.28,4.26,2.66
1.65,Premium,G,SI1,61,58,11864,7.66,7.62,4.66
0.31,Ideal,G,SI2,61.9,55,436,4.37,4.39,2.71
0.42,Ideal,D,VVS2,62.1,55,1326,4.79,4.81,2.98
0.31,Premium,F,I1,62.9,59,394,4.33,4.29,2.71
0.5,Premium,G,SI2,58.6,61,1078,5.21,5.16,3.04
0.52,Very Good,D,VS2,63.5,57,1828,5.13,5.08,3.24
0.34,Ideal,D,VS2,62,55,805,4.45,4.48,2.77
0.73,Good,J,VS2,60.8,63,2098,5.67,5.78,3.48
0.23,Ideal,G,VVS1,61.5,57,536,3.94,3.97,2.43
0.5,Ideal,E,SI2,62.8,55,1181,5.08,5.05,3.18
0.55,Ideal,F,VS2,61.7,56,1709,5.25,5.31,3.26
0.53,Ideal,D,VS2,61.5,56,1956,5.23,5.17,3.2
0.38,Very Good,F,VS1,60.4,60,835,4.7,4.74,2.85
0.48,Ideal,F,SI2,61,57,918,5.05,5.08,3.09
0.24,Very Good,F,VVS2,61.9,56,538,4,4.02,2.48
0.31,Ideal,F,VS2,62.8,56,802,4.32,4.28,2.7
0.3,Ideal,E,VS1,61.6,55,857,4.34,4.36,2.68
0.32,Ideal,G,VVS1,62.4,55,1080,4.38,4.37,2.73
0.3,Ideal,F,IF,60.4,60,873,4.32,4.35,2.62
1.67,Premium,I,VS2,61.9,56,10736,7.64,7.6,4.72
0.42,Ideal,D,VVS2,61.7,53,1223,4.85,4.87,3
0.38,Ideal,G,VS2,59.5,58,721,4.75,4.77,2.83
0.7,Very Good,I,VS2,62.8,55,1867,5.63,5.67,3.55
0.54,Very Good,G,SI1,60.3,57,1292,5.24,5.4,3.21
0.5,Very Good,G,SI1,62.2,58,1214,5.03,5.07,3.14
0.43,Ideal,G,VS1,61.2,57,941,4.88,4.83,2.97
0.3,Premium,G,VVS1,59.8,62,945,4.36,4.33,2.6
1.33,Good,D,SI2,59,64,6152,7.22,7.12,4.23
0.71,Very Good,H,VVS1,62.7,59,2938,5.65,5.67,3.55
1.24,Premium,J,I1,61.9,55,2994,6.92,6.85,4.26
0.32,Premium,G,VS2,61.5,60,720,4.42,4.4,2.71
1.53,Very Good,H,VS2,60.9,63,11557,7.41,7.37,4.5
0.9,Very Good,G,VS1,62.4,58,4297,6.14,6.16,3.84
1.16,Premium,I,SI1,60,58,4872,6.82,6.78,4.08
0.31,Premium,H,VVS2,60.6,60,802,4.38,4.34,2.64
1.02,Very Good,H,VS2,60,63,4604,6.54,6.49,3.91
0.35,Ideal,F,VS1,62.4,55,665,4.49,4.52,2.81
0.31,Ideal,I,VS2,62,54,452,4.37,4.4,2.72
0.3,Premium,G,VS1,61.9,59,605,4.3,4.32,2.67
1.03,Premium,E,VS1,59.6,59,7817,6.59,6.57,3.92
0.35,Very Good,G,VS1,61.2,56,706,4.53,4.56,2.78
1.63,Ideal,G,VS1,61.7,55,15840,7.6,7.56,4.68
2.02,Premium,H,SI1,61.1,60,17489,8.19,8.11,4.98
1.53,Good,H,I1,62.3,55.6,6361,7.34,7.38,4.59
0.32,Premium,E,SI1,62,60,624,4.43,4.38,2.73
0.72,Ideal,F,VS1,60.7,57,3759,5.79,5.87,3.54
1.02,Very Good,E,VS2,58.4,57,6732,6.59,6.64,3.86
0.96,Very Good,F,SI2,60.9,57,4142,6.38,6.42,3.9
1.02,Good,F,VS1,63.7,57,7197,6.39,6.35,4.06
0.71,Premium,F,SI1,62.7,57,2633,5.68,5.65,3.55
0.34,Ideal,E,SI1,62.3,57,596,4.48,4.51,2.8
0.58,Ideal,F,VS1,61.4,56,1953,5.38,5.4,3.31
0.51,Ideal,G,IF,61.3,56,2163,5.15,5.19,3.16
0.3,Ideal,G,VS1,62.6,57,605,4.27,4.29,2.68
0.56,Ideal,F,VVS2,61,56,2119,5.33,5.35,3.26
0.7,Fair,F,SI2,64.9,58,2035,5.46,5.59,3.59
0.33,Very Good,I,VS1,59.9,62,575,4.48,4.57,2.71
1.2,Premium,G,VS2,62.3,56,8030,6.8,6.68,4.2
1.2,Very Good,F,VS2,61.1,58,8232,6.82,6.86,4.18
1.55,Ideal,E,SI1,62.3,56,12646,7.43,7.37,4.61
1.55,Ideal,G,SI2,60.7,55,9704,7.54,7.51,4.57
0.38,Very Good,G,SI1,62,54.8,755,4.64,4.67,2.89
1.15,Ideal,J,SI1,61.8,57,4347,6.73,6.67,4.14
0.27,Ideal,E,VS2,62.7,55,470,4.15,4.18,2.61
0.24,Very Good,H,VVS1,61.3,56,449,4.01,4.04,2.46
0.41,Good,I,SI1,63.8,57,611,4.67,4.7,2.99
0.3,Very Good,F,VVS1,61.6,56,694,4.34,4.36,2.68
0.32,Ideal,F,IF,62.2,54,943,4.4,4.44,2.75
1.01,Ideal,J,SI2,61.6,55,3801,6.5,6.45,3.99
0.3,Premium,J,VS1,62.7,59,506,4.28,4.24,2.67
0.37,Premium,G,VS1,61.5,58,957,4.6,4.57,2.82
0.5,Premium,F,VS2,61.4,59,1736,5.12,5.1,3.14
1.27,Ideal,G,VS1,60.9,57,8543,7.02,6.97,4.26
